id,x,y,yaw
102,-706.599,234.22,-2.88273
103,-709.447,233.06,-2.8841
104,-712.35,232.82,-2.88676
105,-715.454,232.526,-2.89382
106,-718.524,231.811,-2.89174
107,-721.421,230.543,-2.87822
108,-724.294,229.22,-2.86722
109,-726.765,227.991,-2.86891
110,-729.681,226.93,-2.87003
111,-732.696,226.177,-2.87322
112,-735.713,225.623,-2.86823
113,-738.71,224.877,-2.87515
114,-742.026,224.935,-2.90092
115,-744.849,224.062,-2.86688
116,-747.156,222.999,-2.8762
117,-749.273,222.827,-2.85437
118,-751.832,222.358,-2.86155
119,-754.526,222.221,-2.85073
120,-758.18,221.432,-2.8537
121,-761.551,220.972,-2.84467
122,-764.646,219.374,-2.86547
123,-767.519,218.237,-2.86778
124,-770.302,217.457,-2.86937
125,-772.923,216.895,-2.87605
126,-775.264,216.143,-2.87437
127,-777.6,215.546,-2.87643
128,-779.776,215.021,-2.87921
129,-782.366,214.512,-2.87441
130,-784.89,213.734,-2.87759
131,-786.805,213.049,-2.88264
132,-788.773,212.323,-2.8897
133,-790.881,211.685,-2.89096
134,-794.46,211.427,-2.84679
135,-794.764,210.459,-2.87957
136,-795.521,209.647,-2.87271
137,-796.933,209.495,-2.88174
138,-798.412,209.722,-2.86517
139,-799.637,209.588,-2.87341
140,-800.686,209.288,-2.87462
141,-801.672,208.84,-2.88576
142,-802.697,208.732,-2.8695
143,-803.352,208.911,-2.86607
144,-804.041,208.728,-2.86662
145,-804.464,208.79,-2.85874
146,-804.598,208.352,-2.88106
147,-804.984,208.074,-2.8775
148,-805.115,208.152,-2.87643
149,-805.097,208.231,-2.87503
150,-805.071,208.19,-2.87587
151,-805.081,208.239,-2.87532
152,-805.119,208.298,-2.87473
153,-805.085,208.275,-2.87316
154,-805.06,208.238,-2.87368
155,-805.072,208.226,-2.87422
156,-805.074,208.25,-2.8758
157,-805.068,208.271,-2.87461
158,-805.044,208.283,-2.87354
159,-805.037,208.284,-2.8762
160,-805.116,208.279,-2.87313
161,-805.11,208.294,-2.87292
162,-805.169,208.452,-2.86679
163,-804.927,208.373,-2.87332
164,-804.942,208.245,-2.87989
165,-805.173,208.527,-2.86363
166,-805.14,208.731,-2.86312
167,-804.918,208.557,-2.87358
168,-804.806,208.336,-2.88225
169,-804.624,208.235,-2.89186
170,-804.913,208.207,-2.8741
171,-805.05,208.12,-2.87656
172,-804.998,208.017,-2.88163
173,-805.2,207.927,-2.88109
174,-805.549,207.829,-2.87652
175,-805.956,207.784,-2.87469
176,-806.641,207.643,-2.87017
177,-807.56,207.565,-2.87023
178,-808.4,207.386,-2.87475
179,-809.067,207.011,-2.87617
180,-809.925,206.497,-2.89608
181,-811.356,206.123,-2.87816
182,-812.637,205.523,-2.87471
183,-813.733,205.011,-2.88405
184,-814.982,204.705,-2.87577
185,-816.323,204.376,-2.87633
186,-817.694,204.064,-2.87569
187,-819.626,203.478,-2.88195
188,-821.538,202.875,-2.87619
189,-823.359,202.567,-2.88125
190,-825.088,202.371,-2.89127
191,-826.761,201.564,-2.90704
192,-828.738,201.078,-2.92036
193,-830.837,200.932,-2.92571
194,-832.622,200.665,-2.93757
195,-834.607,200.303,-2.94806
196,-837.103,199.753,-2.94751
197,-839.425,198.664,-2.94721
198,-841.832,197.926,-2.95347
199,-844.579,197.964,-2.96008
200,-846.063,197.649,-2.97576
201,-847.305,197.844,-3.00428
202,-849.411,197.94,-3.0309
203,-851.866,197.75,-3.03218
204,-854.225,197.515,-3.0439
205,-856.695,197.26,-3.05461
206,-859.101,196.961,-3.07607
207,-861.442,196.963,-3.10241
208,-863.92,197.06,-3.12829
209,-866.973,197.038,3.06868
210,-869.95,197.149,3.10315
211,-872.625,197.328,3.08707
212,-874.41,197.779,3.07292
213,-877.116,197.927,3.05482
214,-880.032,198.146,3.03614
215,-882.782,198.652,3.02728
216,-885.544,199.152,3.01158
217,-888.309,199.605,3.01167
218,-891.017,200.224,3.00359
219,-893.685,200.809,3.00467
220,-896.554,201.138,2.99582
221,-899.561,201.388,2.99572
222,-902.469,201.752,2.99804
223,-905.427,202.252,2.99804
224,-908.384,202.673,2.9936
225,-911.282,203.315,2.99722
226,-914.413,203.875,3.00221
227,-916.807,204.116,3.00016
228,-919.78,204.585,2.99389
229,-922.397,204.927,2.99658
230,-925.041,205.304,2.99795
231,-928.408,206.063,2.99336
232,-931.415,206.543,2.99963
233,-934.239,207.107,2.99946
234,-937.068,207.456,3.00477
235,-939.624,207.704,3.00925
236,-942.481,208.051,3.01528
237,-945.174,208.475,3.01171
238,-947.745,208.403,3.02254
239,-950.436,208.594,3.02796
240,-952.423,209.234,3.01636
241,-955.307,209.207,3.01333
242,-958.187,209.528,3.01839
243,-961.01,210.358,3.01722
244,-963.454,211.361,3.01039
245,-966.622,212.12,3.00405
246,-969.247,212.103,2.99354
247,-971.918,211.854,2.98668
248,-975.125,211.885,2.98304
249,-977.639,212.626,2.97535
250,-980.506,212.585,2.95865
251,-983.518,214.183,2.99079
252,-986.485,215.017,2.99119
253,-989.796,215.38,2.98393
254,-993.16,215.797,2.98681
255,-995.689,216.64,2.99594
256,-998.699,217.684,2.99872
257,-1001.67,217.291,2.96792
258,-1004.21,218.133,2.99954
259,-1006.86,218.29,2.97895
