id,x,y,yaw
133,-217.056,166.001,2.43584
134,-217.663,166.277,2.43784
135,-218.169,166.628,2.44076
136,-218.767,167.17,2.44121
137,-219.564,167.774,2.44081
138,-220.297,168.334,2.4393
139,-220.851,168.93,2.43829
140,-221.446,169.65,2.43684
141,-222.092,170.319,2.43645
142,-222.798,170.972,2.43455
143,-223.645,171.737,2.43458
144,-224.634,172.609,2.43503
145,-225.556,173.51,2.43561
146,-226.586,174.224,2.43569
147,-227.514,175.098,2.43535
148,-228.505,176.089,2.43505
149,-229.765,177.351,2.4374
150,-230.81,178.319,2.43849
151,-232.026,179.354,2.43796
152,-233.37,180.372,2.4383
153,-234.925,181.674,2.43902
154,-236.168,182.795,2.43966
155,-237.332,183.895,2.43884
156,-238.805,185.124,2.43735
157,-240.135,186.296,2.43735
158,-241.729,187.669,2.43636
159,-243.332,189.035,2.43459
160,-245.003,190.294,2.43391
161,-246.574,191.612,2.43314
162,-248.304,193.149,2.43594
163,-249.812,194.465,2.43861
164,-251.081,195.759,2.44074
165,-252.764,197.235,2.44204
166,-254.425,198.692,2.44177
167,-256.143,200.208,2.44325
168,-258.087,201.68,2.44347
169,-260.028,203.114,2.44402
170,-262.301,205.165,2.44567
171,-263.523,206.392,2.44489
172,-265.242,208.092,2.44381
173,-267.162,209.888,2.44003
174,-268.278,210.928,2.43654
175,-269.971,212.454,2.43439
176,-272.034,214.403,2.43427
177,-273.664,215.837,2.43605
178,-274.813,216.958,2.4315
179,-276.293,218.301,2.42945
180,-277.746,219.57,2.42769
181,-278.976,220.732,2.42681
182,-280.176,221.697,2.42762
183,-281.291,222.525,2.43005
184,-282.575,223.647,2.43526
185,-283.517,224.505,2.43706
186,-284.361,225.327,2.43686
187,-284.931,225.804,2.43582
188,-285.578,226.391,2.43104
189,-286.85,227.461,2.43335
190,-287.788,228.086,2.42994
191,-288.443,228.609,2.42907
192,-289.239,229.268,2.43283
193,-290.29,230.258,2.43366
194,-291.594,231.473,2.43708
195,-294.569,234.058,2.44432
196,-295.036,234.535,2.44637
197,-294.833,234.53,2.44477
198,-295.365,235.079,2.44417
199,-296.08,235.634,2.44227
