id,x,y,yaw
152,-805.269,208.994,-2.8643
153,-805.278,208.979,-2.86406
154,-805.269,208.988,-2.86474
155,-805.24,209.048,-2.86307
156,-805.173,209.063,-2.86268
157,-805.159,209.064,-2.86367
158,-805.176,209.082,-2.86327
159,-805.156,209.134,-2.86481
160,-805.251,209.121,-2.86392
161,-805.262,209.042,-2.86231
162,-805.126,209.04,-2.86413
163,-804.992,209.066,-2.86323
164,-805.018,209.087,-2.86185
165,-805.15,209.127,-2.86161
166,-805.133,209.195,-2.86238
167,-805.071,209.281,-2.86035
168,-804.949,209.401,-2.86642
169,-804.886,209.439,-2.86672
170,-805.101,209.305,-2.85698
171,-805.277,209.098,-2.86308
172,-805.294,208.959,-2.86281
173,-805.414,208.844,-2.8649
174,-805.677,208.687,-2.86709
175,-806.103,208.393,-2.87072
176,-806.794,208.016,-2.87205
177,-807.62,207.766,-2.87003
178,-808.428,207.679,-2.86861
179,-809.207,207.503,-2.85996
180,-810.312,207.049,-2.8639
181,-811.536,206.527,-2.87306
182,-812.687,205.839,-2.86989
183,-814.049,205.26,-2.87373
184,-815.321,204.964,-2.86682
185,-816.503,204.533,-2.8733
186,-817.825,204.103,-2.87516
187,-819.79,203.687,-2.87129
188,-821.838,203.26,-2.86834
189,-823.628,202.897,-2.87444
190,-825.436,202.489,-2.88874
191,-827.083,201.759,-2.9036
192,-828.774,201.008,-2.91806
193,-830.747,200.631,-2.9216
194,-832.863,200.395,-2.9321
195,-834.909,200.057,-2.9421
196,-837.304,199.549,-2.93601
197,-839.756,198.659,-2.94225
198,-841.979,197.849,-2.95239
199,-844.359,197.503,-2.9589
200,-846.228,197.178,-2.97645
201,-847.788,197.092,-2.99941
202,-849.553,197.287,-3.02698
203,-851.647,197.35,-3.03124
204,-854.14,197.21,-3.04129
205,-856.658,196.905,-3.05335
206,-858.979,196.688,-3.0806
207,-861.454,196.673,-3.09932
208,-864.068,196.731,-3.12875
209,-866.816,196.789,3.07082
210,-869.795,196.887,3.10452
211,-872.482,197.113,3.08715
212,-874.576,197.469,3.07518
213,-876.828,197.822,3.05541
214,-879.721,198.126,3.03658
215,-882.644,198.467,3.02759
216,-885.416,198.91,3.01528
217,-888.282,199.474,3.01301
218,-891.023,200.141,3.00757
219,-893.714,200.753,3.00392
220,-896.544,201.262,3.00274
221,-899.582,201.678,3.00198
222,-902.613,201.922,2.99652
223,-905.545,201.969,2.97713
224,-908.524,202.325,2.99213
225,-911.347,203.028,2.99616
226,-914.024,203.615,3.00673
227,-916.646,204.019,3.0037
228,-919.544,204.409,2.99946
229,-922.365,204.794,3.00101
230,-925.025,205.143,3.00148
231,-928.215,205.731,2.99762
232,-931.404,206.339,2.99766
233,-934.161,206.861,3.005
234,-936.969,207.347,3.00785
235,-939.692,207.702,3.01038
236,-942.3,207.932,3.02332
237,-945.021,208.214,3.01979
238,-947.728,208.396,3.02925
239,-950.477,208.634,3.02901
240,-952.846,209.157,3.01663
241,-955.26,209.372,3.01612
242,-958.126,209.592,3.01911
243,-961.001,210.343,3.01661
244,-963.664,211.144,3.00792
245,-966.447,211.71,3.00048
246,-969.339,212.032,2.99123
247,-972.058,212.169,2.99117
248,-974.944,212.2,2.98649
249,-977.667,212.686,2.98049
250,-980.453,213.299,2.97397
251,-983.322,214.001,2.98695
252,-986.383,214.962,2.99494
253,-989.761,215.611,2.98809
254,-993.037,216.08,2.99524
255,-995.912,216.667,2.99738
256,-998.648,217.44,2.99605
257,-1001.31,217.903,2.99711
258,-1003.84,218.315,3.00142
259,-1006.08,219.001,3.01317
